Respondent_ID,Region,Programme,Division,District,Upazila/pouroshova,Union/ward,Area,ward,Age,Age (Decile),Sex,Occupation,Q11,Q12_current_income,Q13_prev_month_income,Q14_current_month_expen,Q15_prev_expense,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q18_Boolean,Q20_Boolean,Q21_Boolean,Q22_boolean,Q24_boolean,Q27_boolean,Q29_boolean,Q30,Q31,Q32,Q31_5s,Q32_10s,Q33,Q34,Q35,Q36,Q30_food,Q30_cash,Q30_commodities_at_fair_price,Q30_Medical_treatment,Q30_Misconception
245,,UDP,Dhaka,Narayanganj,NARAYANGANJ SADAR,,Urban,Ward No:17,40,40,Men,CNG/auto driver,lost job/no work,0,8000,8800,8000,6,1,Yes,TV,Yes,Do not know,Do not know,Local govt hospital,Yes,home quarantine,somewhat agree,না,,No,1,1,0,0,1,0,0,কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা,1,0,0,0,ঋণ গ্রহন,No,,পাই নাই,0,0,1,0,0
246,,UDP,Dhaka,Dhaka,SAVAR,,Urban,Ward No:1,28,20,Women,others,lost job/no work,0,7000,4000,6000,5,0,Yes,TV,Yes,Do know,Do know,Corona helpline,Yes,no treatment available,completely agree,হ্যাঁ,0,Yes,1,1,1,1,1,0,1,খাদ্য সাহায্য,0,0,0,0,সরকারি বা দাতাদের সাহায্য,No,,পাই নাই,1,0,0,0,0
247,Feni-1,MF-BDU,Chattogram,Feni,Sonagazi,Char Darbesh,Rural,NA,25,20,Men,small business/convenience shop,lost job/no work,20000,30000,20000,30000,4,0,Yes,TV,Yes,Do know,Do know,Local govt hospital,Yes,home quarantine,completely agree,Yes,14,Yes,1,1,1,1,1,1,1,ই.  নগদ অর্থ সাহায্য,10,30,10,30,ঋ. পরিকল্পনা নাই,No,,,0,1,0,0,0
248,Magura,MF-BDU,Khulna,Magura,Magura Sadar,Atharokhada,Rural,NA,20,20,Men,Private service holder,lost job/no work,12000,15000,9000,13000,7,1,Yes,TV,Yes,Do know,Do not know,Local govt hospital,Yes,home quarantine,completely agree,Yes,10,No,1,1,1,0,1,1,0,ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা,4,10,0,10,ঋ. পরিকল্পনা নাই,No,,,0,0,0,1,0
249,Dhaka-1,MF-BDU,Dhaka,Dhaka,DNCC,W-15,Urban,NA,30,30,Women,others,lost job/no work,7000,12000,10000,12000,5,0,Yes,TV,Yes,Do not know,Do not know,Local govt hospital,No,no treatment available,do not fully agree,Yes,4,Yes,1,1,0,0,0,1,1,অ. খাদ্য সাহায্য,2,11,0,10,ঋ. পরিকল্পনা নাই,No,,,1,0,0,0,0
250,Faridpur,MF-BDU,Dhaka,Faridpur,Modhukhali,Arpara,Rural,NA,48,40,Men,rickshawpuller,lost job/no work,0,18000,17000,17000,5,0,Yes,TV,Yes,Do know,Do know,Corona helpline,Yes,home quarantine,completely agree,Yes,7,Yes,1,1,1,1,1,1,1,অ. খাদ্য সাহায্য,2,15,0,10,ঈ. ঋণ গ্রহন,No,,,1,0,0,0,0
251,,UDP,Barishal,Barishal,BARISAL SADAR (KOTWALI),,Urban,Ward No:10,52,50,Women,small business/convenience shop,continuing previous work,1000,5000,1000,4000,3,0,Yes,TV,Yes,Do not know,Do not know,Local govt hospital,Yes,home quarantine,completely agree,হ্যাঁ,10,No,1,1,0,0,1,0,0,"খাদ্য সাহায্য, নগদ অর্থ সাহায্য",4,15,0,10,সরকারি বা দাতাদের সাহায্য,Yes,food,বাড়ীতে পৌঁছে দেয়া হয়,1,1,0,0,0
252,Shariotpur,MF-BDU,Dhaka,Shariatpur,shariatpur Sadar,Angria,Rural,NA,36,30,Men,small business/convenience shop,lost job/no work,0,17000,11000,17000,8,1,Yes,TV,Yes,Do know,Do know,stay home,No,treatment is costly,completely agree,No,,Yes,1,1,1,1,0,0,1,"অ. খাদ্য সাহায্য, ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা, ঊ.  মানুষের মধ্যে ভয় দুর করা",5,7,5,0,"ই.  সম্পদ বিক্রী, ঈ. ঋণ গ্রহন",No,,,1,0,0,1,0
253,Sunamganj,MF-BDU,Sylhet,Sunamgonj,Sunamgonj Sadar,Laksmansree,Rural,NA,40,40,Men,small business/convenience shop,lost job/no work,0,20000,8000,10000,6,1,Yes,TV,Yes,Do not know,Do not know,Local govt hospital,No,no treatment available,dont know,Yes,15,No,1,1,0,0,0,1,0,"অ. খাদ্য সাহায্য, ঊ.  মানুষের মধ্যে ভয় দুর করা",0,30,0,30,ঋ. পরিকল্পনা নাই,No,,,1,0,0,0,1
254,,UDP,Dhaka,Dhaka,BANANI,Korail Beltola,Urban,Ward No:20,48,40,Men,Day laborer (non-agri),lost job/no work,2500,9000,6000,8000,5,0,Yes,NGO,Yes,Do know,Do know,stay home,Yes,inevitable death,dont know,না,,No,1,1,1,1,1,0,0,খাদ্য সাহায্য,2,30,0,30,পরিকল্পনা নাই,Yes,food,নিজে গিয়ে,1,0,0,0,0
255,,UDP,Barishal,Barishal,BARISAL SADAR (KOTWALI),,Urban,Ward No:10,42,40,Men,Day laborer (non-agri),lost job/no work,0,9000,7000,9000,4,0,Yes,TV,Yes,Do not know,Do not know,Local govt hospital,Yes,inevitable death,completely agree,হ্যাঁ,15,Yes,1,1,0,0,1,0,1,খাদ্য সাহায্য,3,15,0,10,পরিকল্পনা নাই,Yes,food,বাড়ীতে পৌঁছে দেয়া হয়,1,0,0,0,0
256,Gopalganj,MF-BDU,Dhaka,Gopalgonj,Gopalgonj sadar,Raghunathpur,Rural,NA,60,60,Men,small business/convenience shop,lost job/no work,15000,30000,30000,20000,10,0,Yes,Newspaper,Yes,Do know,Do know,Corona helpline,No,treatment available only in Dhaka,somewhat agree,Yes,5,No,1,1,1,1,0,1,0,ই.  নগদ অর্থ সাহায্য,3,5,0,0,ঋ. পরিকল্পনা নাই,No,,,0,1,0,0,0
257,Habiganj,MF-BDU,Sylhet,Habigonj,Lakhai ,Bamoi,Rural,NA,40,40,Men,Hotel/restaurant worker,lost job/no work,0,18000,12000,15000,3,0,Yes,Friends,Yes,Do know,Do not know,dont know,No,home quarantine,completely agree,Yes,7,Yes,1,1,1,0,0,1,1,অ. খাদ্য সাহায্য,30,10,30,10,ঋ. পরিকল্পনা নাই,No,,,1,0,0,0,0
258,Chattogram-3,MF-BDU,Chattogram,Chattogram,Satkania ,Kaliyaish ,Rural,NA,50,50,Men,rickshawpuller,lost job/no work,0,15000,8000,15000,7,0,Yes,Friends,No,Do not know,Do not know,Local govt hospital,Yes,no treatment available,do not fully agree,Yes,10,Yes,1,0,0,0,1,1,1,উ.  কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা,3,20,0,20,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,0,0,1,0,0
259,Narayanganj,MF-BDU,Dhaka,Narayanganj,Narayanganj Sader,"Fatulla union,Ward-2",Urban,NA,28,20,Men,Private service holder,have job but no pay/salary,0,20000,6000,12000,5,1,Yes,Miking,No,Do not know,Do not know,city hospital,Yes,home quarantine,completely agree,Yes,7,Yes,1,0,0,0,1,1,1,অ. খাদ্য সাহায্য,2,7,0,0,ঊ. সরকারি বা দাতাদের সাহায্য,Yes,food,অ.  নিজে গিয়ে,1,0,0,0,0
260,Cox's Bazar,MF-BDU,Chattogram,Cox's Bazar,Cox'sBazar Sadar,1,Urban,NA,35,30,Men,Day laborer (non-agri),lost job/no work,4000,9000,5000,6000,4,0,Yes,TV,Yes,Do know,Do know,Local govt hospital,No,treatment is costly,completely agree,Yes,5,Yes,1,1,1,1,0,1,1,অ. খাদ্য সাহায্য,0,30,0,30,ঋ. পরিকল্পনা নাই,No,,,1,0,0,0,0
261,Jhenaidha,MF-BDU,Khulna,Jhenaidah,Jhenaidah ,Pohati,Rural,NA,32,30,Men,factory worker,have job but no pay/salary,17000,23000,13000,18000,5,1,Yes,TV,Yes,Do know,Do know,Corona helpline,Yes,no treatment available,completely agree,Yes,15,Yes,1,1,1,1,1,1,1,উ.  কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা,0,15,0,10,ঋ. পরিকল্পনা নাই,No,,,0,0,1,0,0
262,,UDP,Chattogram,Cox's Bazar,COX'S BAZAR SADAR,N/A,Urban,Ward No:6,42,40,Women,homemaker,continuing previous work,0,10000,5000,10000,3,0,Yes,TV,Yes,Do not know,Do not know,Local govt hospital,Yes,inevitable death,dont know,হ্যাঁ,5,No,1,1,0,0,1,0,0,"নগদ অর্থ সাহায্য, পর্যাপ্ত চিকিৎসা ব্যবস্থা",2,2,0,0,পরিকল্পনা নাই,No,,,0,1,0,1,0
263,Sonargaon,MF-BDU,Dhaka,Narayanganj,Sonargaon,Kachpur,Urban,NA,25,20,Men,rickshawpuller,lost job/no work,13000,20000,9000,9000,2,0,Yes,TV,Yes,Do know,Do not know,dont know,No,home quarantine,completely agree,No,,Yes,1,1,1,0,0,0,1,ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা,5,5,5,0,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,0,0,0,1,0
264,Nawabgonj,MF-BDU,Dhaka,Dhaka,Nawabgonj,kolakopa,Rural,NA,37,30,Men,Hotel/restaurant worker,lost job/no work,12800,16000,10000,15000,4,0,Yes,Miking,Yes,Do know,Do know,Local govt hospital,No,no treatment available,completely agree,No,0,Yes,1,1,1,1,0,0,1,ঊ.  মানুষের মধ্যে ভয় দুর করা,7,7,5,0,উ.  পেশা পরিবর্তন,No,,,0,0,0,0,1
265,Natore,MF-BDU,Rajshahi,Natore,Naldanga ,Belghoria,Rural,NA,25,20,Men,Private service holder,have job but no pay/salary,15000,20000,8000,12000,4,0,Yes,TV,No,Do not know,Do not know,Local govt hospital,Yes,home quarantine,completely agree,Yes,5,Yes,1,0,0,0,1,1,1,"অ. খাদ্য সাহায্য, ই.  নগদ অর্থ সাহায্য",4,90,0,90,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,1,1,0,0,0
266,Savar,MF-BDU,Dhaka,Dhaka,Savar,W-6,Urban,NA,28,20,Men,rickshawpuller,lost job/no work,6000,12000,8000,10000,4,0,Yes,Miking,Yes,Do not know,Do know,Local govt hospital,No,no treatment available,somewhat agree,Yes,30,No,1,1,0,1,0,1,0,"অ. খাদ্য সাহায্য, ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা, উ.  কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা",0,30,0,30,"ই.  সম্পদ বিক্রী, ঋ. পরিকল্পনা নাই",No,,,1,0,1,1,0
267,,UDP,Khulna,Satkhira,SATKHIRA SADAR,,Urban,Ward No:3,37,30,Men,rickshawpuller,lost job/no work,1000,12000,7000,10000,6,1,Yes,TV,Yes,Do not know,Do not know,Local govt hospital,No,home quarantine,somewhat agree,হ্যাঁ,7,No,1,1,0,0,0,0,0,পর্যাপ্ত চিকিৎসা ব্যবস্থা,4,25,0,20,পরিকল্পনা নাই,No,,,0,0,0,1,0
268,Gaibandha,MF-BDU,Rangpur,Gaibandha,Gaibandha,David company,Urban,NA,50,50,Men,small business/convenience shop,lost job/no work,20000,20000,15000,15000,5,1,Yes,Newspaper,Yes,Do know,Do not know,Local govt hospital,Yes,no treatment available,completely agree,Yes,7,Yes,1,1,1,0,1,1,1,ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা,1,15,0,10,ঈ. ঋণ গ্রহন,No,,,0,0,0,1,0
269,Pirojpur,MF-BDU,Barishal,Pirojpur,Nazirpur.,Sakarikhati.,Rural,NA,42,40,Men,Day laborer (agri),lost job/no work,0,16000,3000,5000,4,0,Yes,TV,Yes,Do know,Do not know,Local govt hospital,No,no treatment available,completely agree,Yes,15,Yes,1,1,1,0,0,1,1,"অ. খাদ্য সাহায্য, ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা",15,30,15,30,ঋ. পরিকল্পনা নাই,No,,,1,0,0,1,0
270,Jashore,MF-BDU,Khulna,Jashore,Monirampur,Kashimnagor,Rural,NA,37,30,Men,Hotel/restaurant worker,lost job/no work,0,20000,6000,15000,6,1,Yes,social networking sites (Facebook),Yes,Do know,Do know,city hospital,No,no treatment available,completely agree,Yes,7,Yes,1,1,1,1,0,1,1,অ. খাদ্য সাহায্য,9,7,5,0,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,1,0,0,0,0
271,Jashore,MF-BDU,Khulna,Jashore,Monirampur,Kashimnagor,Rural,NA,37,30,Men,Hotel/restaurant worker,lost job/no work,0,20000,6000,15000,6,1,Yes,social networking sites (Facebook),Yes,Do know,Do know,city hospital,No,no treatment available,completely agree,Yes,7,Yes,1,1,1,1,0,1,1,অ. খাদ্য সাহায্য,9,7,5,0,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,1,0,0,0,0
272,Savar,MF-BDU,Dhaka,Dhaka,Savar,Ashulia,Urban,NA,45,40,Women,maid,lost job/no work,0,8000,0,8000,3,0,No,TV,No,Do not know,Do not know,Local govt hospital,No,no treatment available,somewhat agree,No,,No,0,0,0,0,0,0,0,উ.  কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা,0,17,0,10,ঋ. পরিকল্পনা নাই,No,,,0,0,1,0,0
273,,UDP,Sylhet,Sylhet,SYLHET SADAR,,Urban,Ward No:25,38,30,Women,small business/convenience shop,continuing previous work,5000,8000,6000,8000,6,1,Yes,TV,Yes,Do not know,Do not know,Local govt hospital,Yes,no treatment available,completely agree,হ্যাঁ,5,Yes,1,1,0,0,1,0,1,খাদ্য সাহায্য,10,30,10,30,ঋণ গ্রহন,No,,,1,0,0,0,0
274,Cumilla-3,MF-BDU,Chattogram,Cumilla,Burichang,South Varella,Rural,NA,20,20,Men,factory worker,lost job/no work,0,15000,10000,13000,4,1,Yes,TV,Yes,Do know,Do know,Will consult pharmacist/doctor,No,home quarantine,do not fully agree,Yes,2,Yes,1,1,1,1,0,1,1,"অ. খাদ্য সাহায্য, ই.  নগদ অর্থ সাহায্য",2,30,0,30,ঋ. পরিকল্পনা নাই,No,,,1,1,0,0,0
275,Dhaka-2,MF-BDU,Dhaka,Dhaka,Dokhin Khan,49,Urban,NA,40,40,Women,maid,lost job/no work,0,22000,15000,22000,4,0,Yes,Relatives,No,Do not know,Do not know,Local govt hospital,No,no treatment available,completely agree,Yes,7,No,1,0,0,0,0,1,0,"অ. খাদ্য সাহায্য, ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা",0,7,0,0,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,1,0,0,1,0
276,,UDP,Dhaka,Narayanganj,NARAYANGANJ SADAR,,Urban,Ward No:15,40,40,Women,small business/convenience shop,shop/market business closed,0,5000,4000,4500,4,0,Yes,TV,Yes,Do not know,Do not know,Corona helpline,No,home quarantine,completely agree,হ্যাঁ,15,Yes,1,1,0,0,0,0,1,পর্যাপ্ত চিকিৎসা ব্যবস্থা,10,30,10,30,সরকারি বা দাতাদের সাহায্য,No,,পাই নাই,0,0,0,1,0
277,,UDP,Khulna,Satkhira,SATKHIRA SADAR,,Urban,Ward No:8,49,40,Women,small business/convenience shop,shop/market business closed,0,4000,5000,5000,6,1,Yes,NGO,No,Do not know,Do not know,Local govt hospital,No,no treatment available,somewhat agree,না,,No,1,0,0,0,0,0,0,পর্যাপ্ত চিকিৎসা ব্যবস্থা,6,0,5,0,ঋণ গ্রহন,No,,,0,0,0,1,0
278,,UDP,Sylhet,Sylhet,SYLHET SADAR,,Urban,Ward No:21,57,50,Women,maid,lost job/no work,0,2500,3000,2500,4,1,Yes,NGO,Yes,Do not know,Do not know,dont know,Yes,home quarantine,somewhat agree,না,,Yes,1,1,0,0,1,0,1,খাদ্য সাহায্য,3,15,0,10,পরিকল্পনা নাই,No,,বাড়ীতে পৌঁছে দেয়া হয়,1,0,0,0,0
279,Rangpur-2,MF-BDU,Rangpur,Rangpur,Rangpur Sadar,Topodhon,Rural,NA,35,30,Men,Private service holder,lost job/no work,0,13000,16000,12000,7,1,Yes,TV,Yes,Do know,Do know,Corona helpline,Yes,home quarantine,completely agree,Yes,10,Yes,1,1,1,1,1,1,1,"ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা, ঊ.  মানুষের মধ্যে ভয় দুর করা",3,25,0,20,ঋ. পরিকল্পনা নাই,No,,,0,0,0,1,1
280,Chattogram-4,MF-BDU,Chattogram,Chattogram,Lohagara,Amirabad,Rural,NA,35,30,Men,small business/convenience shop,lost job/no work,0,25000,10000,20000,4,1,Yes,TV,Yes,Do know,Do know,Corona helpline,No,home quarantine,completely agree,Yes,7,No,1,1,1,1,0,1,0,অ. খাদ্য সাহায্য,7,30,5,30,ঈ. ঋণ গ্রহন,No,,,1,0,0,0,0
281,Chandpur-2,MF-BDU,Chattogram,Chandpur,Hajigonj,Urpur,Rural,NA,32,30,Men,small business/convenience shop,lost job/no work,0,12000,6000,12000,3,0,Yes,TV,Yes,Do know,Do know,Corona helpline,No,treatment available only in Dhaka,do not fully agree,No,,No,1,1,1,1,0,0,0,"অ. খাদ্য সাহায্য, উ.  কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা",5,10,5,10,ঋ. পরিকল্পনা নাই,No,,,1,0,1,0,0
282,Dhaka-1,MF-BDU,Dhaka,Dhaka,DNCC,19,Urban,NA,39,30,Women,others,lost job/no work,8000,16000,10000,13000,5,1,Yes,TV,Yes,Do know,Do know,Corona helpline,No,home quarantine,completely agree,No,,No,1,1,1,1,0,0,0,"অ. খাদ্য সাহায্য, ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা",7,30,5,30,উ.  পেশা পরিবর্তন,No,,,1,0,0,1,0
283,Rangpur-1,MF-BDU,Rangpur,Rangpur,Rangpur City Corporation,30,Urban,NA,34,30,Women,maid,lost job/no work,0,15000,8000,8000,3,0,Yes,TV,Yes,Do not know,Do not know,Local govt hospital,Yes,treatment is costly,completely agree,No,0,Yes,1,1,0,0,1,0,1,"অ. খাদ্য সাহায্য, উ.  কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা",15,8,15,0,উ.  পেশা পরিবর্তন,No,,,1,0,1,0,0
284,Joypurhat,MF-BDU,Rajshahi,Joypurhat,Joypurhat Sadar  ,Mohammabad,Urban,NA,45,40,Men,rickshawpuller,lost job/no work,0,16000,7000,10000,4,0,Yes,TV,Yes,Do not know,Do not know,Local govt hospital,No,treatment is costly,somewhat agree,Yes,15,No,1,1,0,0,0,1,0,"অ. খাদ্য সাহায্য, ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা",0,0,0,0,ঈ. ঋণ গ্রহন,No,,,1,0,0,1,0
285,Chuadanga,MF-BDU,Khulna,Chuadanga,Chuadanga Sadar,Bebumpur,Rural,NA,22,20,Men,Day laborer (non-agri),lost job/no work,0,17000,12000,15000,10,1,Yes,social networking sites (Facebook),Yes,Do know,Do know,Corona helpline,Yes,treatment available only in Dhaka,do not fully agree,Yes,7,No,1,1,1,1,1,1,0,উ.  কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা,20,10,20,10,উ.  পেশা পরিবর্তন,No,,,0,0,1,0,0
286,Laxmipur,MF-BDU,Chattogram,Laxmipur,Laxmipur Sadar,17 NO Bhabanigonj,Rural,NA,45,40,Men,Day laborer (non-agri),lost job/no work,0,12000,10000,12000,4,0,Yes,Newspaper,Yes,Do know,Do know,stay home,Yes,treatment available only in Dhaka,completely agree,Yes,15,Yes,1,1,1,1,1,1,1,ই.  নগদ অর্থ সাহায্য,5,15,5,10,ঈ. ঋণ গ্রহন,No,,,0,1,0,0,0
287,Pabna-3,MF-BDU,Rajshahi,Pabna,Atghoria,Chadva,Rural,NA,35,30,Men,rickshawpuller,lost job/no work,0,13000,6000,5000,4,0,Yes,Miking,Yes,Do know,Do know,Local govt hospital,Yes,treatment available only in Dhaka,totally wrong decision,No,,No,1,1,1,1,1,0,0,"অ. খাদ্য সাহায্য, উ.  কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা",7,30,5,30,"অ. সঞ্চয় থেকে উত্তোলন, ঈ. ঋণ গ্রহন",No,,,1,0,1,0,0
288,Shariotpur,MF-BDU,Dhaka,Shariatpur,Shariatpur Sadar,Angria,Rural,NA,32,30,Men,Private service holder,lost job/no work,0,10000,7000,10000,5,2,Yes,Friends,Yes,Do know,Do know,Corona helpline,No,treatment available only in Dhaka,completely agree,Yes,10,Yes,1,1,1,1,0,1,1,অ. খাদ্য সাহায্য,45,20,45,20,ই.  সম্পদ বিক্রী,No,,,1,0,0,0,0
289,Kishoreganj,MF-BDU,Dhaka,Kishoreganj ,Kishoreganj Sadar ,Rashidabad,Rural,NA,22,20,Women,Private service holder,paid leave from job,15000,16000,7000,11000,3,0,Yes,social networking sites (Facebook),Yes,Do know,Do not know,Local govt hospital,No,home quarantine,completely agree,Yes,10,Yes,1,1,1,0,0,1,1,ই.  নগদ অর্থ সাহায্য,60,40,60,40,ঈ. ঋণ গ্রহন,No,,,0,1,0,0,0
290,,UDP,Dhaka,Dhaka,SAVAR,,Urban,Ward No:1,29,20,Men,Hotel/restaurant worker,lost job/no work,0,10000,5000,10000,8,1,Yes,TV,Yes,Do know,Do know,Corona helpline,No,no treatment available,completely agree,হ্যাঁ,7,No,1,1,1,1,0,0,0,খাদ্য সাহায্য,0,7,0,0,ঋণ গ্রহন,Yes,,পাই নাই,1,0,0,0,0
291,Pabna-3,MF-BDU,Rajshahi,Pabna,Atghoria,Chadva,Rural,NA,60,60,Men,farmers/fishermen,lost job/no work,2000,10000,6000,5000,6,1,Yes,TV,Yes,Do know,Do know,Local govt hospital,Yes,treatment available only in Dhaka,totally wrong decision,Yes,90,No,1,1,1,1,1,1,0,"অ. খাদ্য সাহায্য, ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা, উ.  কম মূল্যে নিত্যপ্রয়োজনীয় সামগ্রীর ব্যবস্থা",5,60,5,60,"ঈ. ঋণ গ্রহন, ঊ. সরকারি বা দাতাদের সাহায্য",No,,,1,0,1,1,0
292,Kishoreganj,MF-BDU,Dhaka,Kishoreganj ,Karimgonj,Jafrabad,Rural,NA,52,50,Men,Day laborer (non-agri),lost job/no work,10000,22000,11000,12000,5,0,Yes,Friends,Yes,Do know,Do not know,dont know,No,no treatment available,somewhat agree,Yes,5,Yes,1,1,1,0,0,1,1,ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা,5,15,5,10,ঈ. ঋণ গ্রহন,No,,,0,0,0,1,0
293,Sonargaon,MF-BDU,Dhaka,Narayanganj,Sonargaon,Kachpur,Urban,NA,43,40,Men,others,paid leave from job,30000,30000,30000,30000,4,1,Yes,TV,Yes,Do know,Do know,Local govt hospital,Yes,treatment available only in Dhaka,completely agree,Yes,7,No,1,1,1,1,1,1,0,অ. খাদ্য সাহায্য,15,15,15,10,ঋ. পরিকল্পনা নাই,No,,,1,0,0,0,0
294,Khulna-1,MF-BDU,Khulna,Khulna,Khulna,1,Urban,NA,29,20,Men,small business/convenience shop,lost job/no work,7000,10000,7500,8000,4,0,Yes,TV,Yes,Do not know,Do not know,Will consult pharmacist/doctor,No,home quarantine,somewhat agree,Yes,45,Yes,1,1,0,0,0,1,1,অ. খাদ্য সাহায্য,1,10,0,10,ঋ. পরিকল্পনা নাই,No,,,1,0,0,0,0
295,,PSU,Rajshahi,Joypurhat,JOYPURHAT SADAR,Mohammadabad,Urban,Ward No:3,35,30,Others,Day laborer (agri),lost job/no work,0,9000,3000,8000,3,0,Yes,Miking,Yes,Do not know,Do not know,Corona helpline,No,treatment available only in Dhaka,completely agree,হ্যাঁ,30,No,1,1,0,0,0,0,0,খাদ্য সাহায্য,0,20,0,20,পরিকল্পনা নাই,No,,,1,0,0,0,0
296,Chattogram-2,MF-BDU,Chattogram,Chattogram,Kotwali,22,Urban,NA,50,50,Men,Private service holder,have job but no pay/salary,0,30000,30000,28000,5,0,Yes,Miking,Yes,Do know,Do know,Corona helpline,Yes,home quarantine,completely agree,Yes,7,Yes,1,1,1,1,1,1,1,অ. খাদ্য সাহায্য,5,12,5,10,ঋ. পরিকল্পনা নাই,No,,,1,0,0,0,0
297,Bhairab,MF-BDU,Dhaka,Kishoreganj ,Bhairab,Shibpur (Kandipara),Rural,NA,15,10,Women,Private service holder,lost job/no work,0,17000,6000,11000,8,0,Yes,TV,Yes,Do know,Do know,Local govt hospital,No,no treatment available,completely agree,Yes,6,Yes,1,1,1,1,0,1,1,অ. খাদ্য সাহায্য,10,30,10,30,ঊ. সরকারি বা দাতাদের সাহায্য,No,,,1,0,0,0,0
298,,UDP,Dhaka,Faridpur,FARIDPUR SADAR,,Urban,Ward No:1,31,30,Women,maid,continuing previous work,1600,1500,8000,6000,,3,Yes,Newspaper,Yes,Do not know,Do not know,stay home,No,home quarantine,completely agree,না,,Yes,1,1,0,0,0,0,1,পর্যাপ্ত চিকিৎসা ব্যবস্থা,2,60,0,60,সরকারি বা দাতাদের সাহায্য,No,,,0,0,0,1,0
299,,UDP,Dhaka,Dhaka,SAVAR,,Urban,Ward No:1,32,30,Men,farmers/fishermen,lost job/no work,2000,4000,2000,4000,5,0,Yes,TV,Yes,Do know,Do know,dont know,Yes,no treatment available,completely agree,হ্যাঁ,0,No,1,1,1,1,1,0,0,খাদ্য সাহায্য,0,0,0,0,সরকারি বা দাতাদের সাহায্য,No,,পাই নাই,1,0,0,0,0
300,,PSU,Khulna,Kushtia,KUSHTIA SADAR,,Urban,Ward No:20,38,30,Men,rickshawpuller,lost job/no work,2000,7000,5000,7000,6,1,Yes,TV,Yes,Do not know,Do not know,stay home,Yes,govt detains infected person,somewhat agree,হ্যাঁ,20,No,1,1,0,0,1,0,0,নগদ অর্থ সাহায্য,0,20,0,20,ঋণ গ্রহন,No,,পাই নাই,0,1,0,0,0
301,,UDP,Dhaka,Narayanganj,NARAYANGANJ SADAR,,Urban,Ward No:8,33,30,Men,CNG/auto driver,lost job/no work,0,10000,10000,10000,4,0,Yes,TV,Yes,Do not know,Do not know,Local govt hospital,Yes,home quarantine,completely agree,হ্যাঁ,10,No,1,1,0,0,1,0,0,পর্যাপ্ত চিকিৎসা ব্যবস্থা,1,0,0,0,ঋণ গ্রহন,No,,পাই নাই,0,0,0,1,0
302,Khulna-1,MF-BDU,Khulna,Khulna,Daulatpur ,W-4,Urban,NA,68,60,Men,Private service holder,have job but no pay/salary,15000,35000,32000,32000,3,1,Yes,TV,Yes,Do know,Do know,Corona helpline,Yes,home quarantine,completely agree,Yes,7,No,1,1,1,1,1,1,0,ঈ. পর্যাপ্ত চিকিৎসা ব্যবস্থা,15,15,15,10,ঋ. পরিকল্পনা নাই,No,,,0,0,0,1,0
303,Shariotpur,MF-BDU,Dhaka,Shariatpur,Shariatpur Sadar,Angria,Rural,NA,45,40,Men,Day laborer (non-agri),lost job/no work,0,10000,7000,10000,5,1,Yes,Miking,Yes,Do know,Do know,Will consult pharmacist/doctor,Yes,no treatment available,completely agree,Yes,10,Yes,1,1,1,1,1,1,1,অ. খাদ্য সাহায্য,15,20,15,20,ঈ. ঋণ গ্রহন,No,,,1,0,0,0,0
